Keyword,Source,Author,Title,URL,Text,Published
immigrants,The Washington Post,Nick Miroff,"Trump cuts refugee cap to lowest level ever, depicts them on campaign trail as a threat and burden - The Washington Post",https://www.washingtonpost.com/immigration/trump-cuts-refugee-cap/2020/10/01/a5113b62-03ed-11eb-8879-7663b816bfa5_story.html,"The 15,000 figure, the lowest since the 1980 Refugee Act, is a drop from the 2020 cap that was set at 18,000. Since March, the number of refugees admitted to the United States fell sharply as the cor… [+5805 chars]",2020-10-01T18:07:00Z
immigrants,The Washington Post,"Nick Miroff, Devlin Barrett","ICE preparing targeted arrests in ‘sanctuary cities,’ amplifying president’s campaign theme - The Washington Post",https://www.washingtonpost.com/immigration/trump-ice-raids-sanctuary-cities/2020/09/29/99aa17f0-0274-11eb-8879-7663b816bfa5_story.html,"Chad Wolf, acting secretary of the Department of Homeland Security, probably will travel to at least one of the jurisdictions where the operation will take place to boost President Trumps claims that… [+6087 chars]",2020-09-29T22:37:00Z
immigrants,The Washington Post,"James A. McCann, Michael Jones-Correa",Trump’s attacks prompted Latino immigrants to get more involved in American civic life,https://www.washingtonpost.com/politics/2020/10/01/trumps-attacks-prompted-latino-immigrants-get-more-involved-american-civic-life/,"How has all this affected Latino immigrants, the targets of this rhetoric and these policies? We surveyed Latino immigrants before and after the election and found patterns of civic resilience. Latin… [+5399 chars]",2020-10-01T11:00:12Z
immigrants,The Washington Post,Tim Elfrink,‘I have never supported Donald Trump’: Portland-area sheriff hits back after president claims his endorsement in debate - The Washington Post,https://www.washingtonpost.com/nation/2020/09/30/portland-sheriff-trump-debate-endorsement/,"Not so, says the sheriff in the Portland, Ore., area. Multnomah County Sheriff Mike Reese quickly took to Twitter on Tuesday night to forcefully deny any affinity for the president.
In tonights pres… [+2542 chars]",2020-09-30T07:28:00Z
immigrants,The Washington Post,Tim Elfrink,‘This is a nightmare’: New Yorkers get absentee ballots with the wrong return envelope - The Washington Post,https://www.washingtonpost.com/nation/2020/09/29/brooklyn-absentee-envelope-election-ny/,"Malhotra wasnt alone. Numerous New Yorkers reported Monday that they had received mixed-up return envelopes, which could invalidate their votes if they tried to mail them in.
The mass error comes so… [+3698 chars]",2020-09-29T10:57:00Z
immigrants,The Washington Post,"Aaron Gregg and Douglas MacMillan, The Washington Post",DAWN OF PALANTIR: Silicon Valley surveillance company to go public on NYSE...,https://www.washingtonpost.com/business/2020/09/29/palantir-public-offering/,"The secretive data and surveillance company Palantir will offer its stock to public investors for the first time Wednesday, a long-anticipated move that promises to transform its business and its pub… [+4744 chars]",2020-09-30T00:31:38Z
immigrants,The Washington Post,"Moriah Balingit, Laura Meckler","Trump alleges ‘left-wing indoctrination’ in schools, says he will create national commission to push more ‘pro-American’ history - The Washington Post",https://www.washingtonpost.com/education/trump-history-education/2020/09/17/f40535ec-ee2c-11ea-ab4e-581edb849379_story.html,"The federal government has no power over the curriculum taught in local schools, and the notion that public school curriculums are too secular or too critical of the nations legacy has been a frequen… [+10266 chars]",2020-09-17T21:38:00Z
immigrants,The Washington Post,Nick Miroff,Hospital where activists say ICE detainees were subjected to hysterectomies says just two were performed there - The Washington Post,https://www.washingtonpost.com/immigration/ice-detainee-hysterectomies-hospital/2020/09/22/aaf2ca7e-fcfd-11ea-830c-a160b331ca62_story.html,"According to a complaint filed last week by immigrant advocates and attorneys, a former nurse who worked at the Irwin County Detention Center, Dawn Wooten, claimed that a doctor known as the uterus c… [+4796 chars]",2020-09-22T20:10:00Z
immigrants,The Washington Post,"Jared Bernstein, Hannah Katch","Thanks to Trump’s actions, millions lose health coverage - The Washington Post",https://www.washingtonpost.com/outlook/2020/09/22/thanks-trumps-actions-millions-lose-health-coverage/,"Now, the question: Do you think health coverage went up or down in the years leading up to the current pandemic?
Based on those facts, you would probably say up. You would be wrong. According to Cen… [+4634 chars]",2020-09-22T12:59:00Z
immigrants,The Washington Post,Max Boot,Two new polls show the damage Trump has done to U.S. foreign policy - The Washington Post,https://www.washingtonpost.com/opinions/2020/09/17/two-new-polls-show-damage-trump-has-done-us-foreign-policy/,Part of the decline is due to Trumps egregious mishandling of the coronavirus. Only 15 percent of respondents give the United States good marks on the pandemic. Chinas handling of the pandemic is mor… [+4131 chars],2020-09-17T14:00:00Z
